customer_tweet_id,customer_text,intent
546534,@AppleSupport I got an error. It tell me i can’t download the app with my wife’s Apple-id again. It was bought by another user... Simething like that. Sorry i’m from germany.,system_performance_freeze
2949519,@AppleSupport I do,system_performance_freeze
2837150,@789657 @115858 @AppleSupport ¿Verdad? Es que para lo único que me sirve ahorita mi iPhone es para escribir lentamente. ¡Es terrible! 😐,system_performance_freeze
1702992,"@AppleSupport That is NOT a fix, it still happens depending on where the I️ is in my sentence",keyboard_autocorrect_bug
1886889,"@AppleSupport ever since I updated my #iphone6 to your shit new iOS 11 my phone keeps crashing, freezing &amp; loud speaker keeps turning off 😡",system_performance_freeze
1652040,@AppleSupport why are my apps not letting me on them,keyboard_autocorrect_bug
2422450,"@AppleSupport By doing this , will it completely wipe everything off my iphone?",system_performance_freeze
2128216,@AppleSupport I’m not publicly announcing what models/devices I️ have because I️ doesn’t want to get robbed at school for my precious devices.  But let’s just say I️ can’t type the letter “I️” without it showing up as some weird symbol on my computer and phone.  Fix this immediately.,keyboard_autocorrect_bug
2298306,Battery is Draining  🔋 Really Fast after upgrading to ios 11.1 please Fix ASAP ☹️ @115858 @AppleSupport,battery_drain_power
2106397,"Ok @115858 
Cut the 💩
Fix this foolishness with “I️”",keyboard_autocorrect_bug
1636604,"@AppleSupport Yeah, have done this THREE TIMES to no avail. Not a happy camper.",system_performance_freeze
2276944,"Whatever you do, don’t download the latest @115858 update for your iPhone... @AppleSupport I can only text using iMessage??",system_performance_freeze
2427265,hey @AppleSupport can u teach me how to fix my macbook pro fan? it keeps produce noise,keyboard_autocorrect_bug
717611,@AppleSupport I have seen that lots of other people having the same problems! Thanks in advance.,system_performance_freeze
2858355,Ahhh my IPhone has crashed again and won't 'activate'; this becoming very regular. @AppleSupport sort your shit products out,system_performance_freeze
2487196,@115858 i’m tired of this shit! what the hell is going on with my phone?!,system_performance_freeze
2564115,Hey @AppleSupport High Sierra took my 15s boot time and threw it in the trash… It's a several minute boot time now :(,system_performance_freeze
2953754,"@115858 just got new headphones with the iPhone 8 and they started making a weird noise but I kept them in anyway. They just POPPED in my ear and now my ear hurts, what are you going to do about this?",audio_music_playback
53003,I need @115858 to understand these boxes are messing up tweets and captions. Fix it!,keyboard_autocorrect_bug
155959,"@115858 Allez vous faire enculer avec vos mise à jours de merde la, plus y’a de maj plus le téléphone bug ptn",system_performance_freeze
631751,@115858 what’s with that grey bar at the bottom of my homescreen? Will this issue be fixed with the next update? https://t.co/yKFUydMIBR,system_performance_freeze
1295074,@AppleSupport I have updated my ipad and now I can't get back into it.  Requiring passcode that I never set. What should I do?,system_performance_freeze
1689333,@AppleSupport I️ did that a couple times but it keep going back to doing the same thing,keyboard_autocorrect_bug
1887339,@AppleSupport @116333 @115858 @11676 highly disappointed by services of Apple. They do not value their customers at all. https://t.co/h5p1qSiRnY,other
1746786,"Ok this update really pissing me off now, my letters AND my emojis actin up. Get right @115858",system_performance_freeze
2000343,"Dear @AppleSupport What in the FUCK is up with my 6plus freezing, shutting down, bat drain and lagging? You used to be such a great company.",battery_drain_power
1676228,@115858 need to fix this issue with us not being able to use I️,keyboard_autocorrect_bug
1474104,@AppleSupport iyi günler iphone 5s kullanıcısıyım ios11 e geçtiğimden beri hiç memnun değilim telefonumdan param olduğu vakit samsung alcam,system_performance_freeze
1691746,@115858 I changed the delivery address for my iPhone X and now the delivery has slipped from 11/17 to 11/20.  Your phone support is no help.,system_performance_freeze
2325622,@AppleSupport And I’m up to date with the latest iOS 11 installment,system_performance_freeze
1243840,@AppleSupport I have a problem with my battery on iOS 11. I know more people have the same problem. Will you repair in the next rework? When?,battery_drain_power
1541116,My keyboard is messing up. Why is this happening? I️ updated my phone and everything @AppleSupport,keyboard_autocorrect_bug
1459836,"Honestly, @115858, fix this shit cause it’s been about 18 hours and I’m annoyed with it. https://t.co/LQKnrdI3tU",battery_drain_power
367490,"oi @AppleSupport eu não ando com bolsa pra guardar meu iphone6, e no bolso ele entorta, eu tenho que enfiar ele no CU pra nao entortar?",system_performance_freeze
658716,"Dear @115858 
Since I downloaded the update ios 11 is giving my phone a half hour of battery life...wth?",battery_drain_power
2297025,@AppleSupport how can I remove a file I’ve downloaded within Files locally to my iPhone X and leave it in iCloud Drive without deleting the file entirely?,account_icloud_login
1781719,Yo @115858 I don’t know what intern you put in charge of this update but it fucked my phone.,battery_drain_power
1942966,@AppleSupport No. They’re on temporary,system_performance_freeze
905799,@115858 I need help with my Apple ID,account_icloud_login
2000160,@AppleSupport @591420 Yeah I️ need help to..... &lt;— clearly,keyboard_autocorrect_bug
2061377,These IOS updates are destroying my phone. @115858 fix your shit,system_performance_freeze
2151188,@AppleSupport This is a short term fixed. I did the text replacement and an hour later it is back to not working. This is ridiculous,system_performance_freeze
1744815,"@AppleSupport Hi, no. I opened a bug on bug radar.",system_performance_freeze
1714167,So who broke the i and the IT ???? @115858,system_performance_freeze
2033051,@AppleSupport I just got my iPhone 8+. I’m having problems with the volume on calls from the earpiece . Is there a solution to this? Thanks,system_performance_freeze
1744849,Okay @115858 - enough with the I “A Question mark box” error in texts and Facebook! Fix it!,keyboard_autocorrect_bug
827148,@AppleSupport No I would like more storage for apps and pictures,keyboard_autocorrect_bug
150016,@AppleSupport Why am I getting such pop up message? And when those songs will be available? https://t.co/svtOQR5mMw,other
951891,@AppleSupport #touchdesease my iPhone 8 stooped responding !!!!!!!,system_performance_freeze
770506,My phone cut off three times today with a full battery @115858 fuckin up! 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️,battery_drain_power
2435744,"@115858 this iPhone update has destroyed my phone mate nothing works, everything is closing, is there a way I can go back an iOS ?",system_performance_freeze
2128266,@AppleSupport is there a plan to fix this? https://t.co/RfMparTOtH,other
2287620,@115858 is making us all look like fools out here with this I️ glitch.. like god damn fix it already!,keyboard_autocorrect_bug
753009,Why did a virus message pop up on my phone @115858 I’m confused,keyboard_autocorrect_bug
1472774,Gutted my #iphone6Plus has died completely after update @115858 I can't even get life linking it to #Mac - can you help? please!,system_performance_freeze
1600112,@AppleSupport Oh now it wants to sign me out my fucking iCloud dude!!!!!!!! I am literallly having a BF,account_icloud_login
2058189,"@AppleSupport So is this a bug? Ha it’s really obnoxious, almost like it forgets to store the value of the current sound level and assumes it’s maxed out",system_performance_freeze
2283106,@AppleSupport And I don’t have the Mac on me at the moment.,system_performance_freeze
2299837,@AppleSupport is there a keyboard shortcut to switch between these two tabs? https://t.co/3d8LZWRiME,keyboard_autocorrect_bug
177821,Why does my iPhone 7 Plus keep freezing? @AppleSupport,system_performance_freeze
2062373,"@AppleSupport downloaded iOS 11.0.2 ;now the majority of my apps crash, I can’t make phonecalls because my screen then freezes and resets!?",system_performance_freeze
612946,@AppleSupport Why am I still seeing it even after updating?,keyboard_autocorrect_bug
257749,"@AppleSupport It says 11.0 (15A372), but 11.0.2 just popped up so maybe that will fix it!",system_performance_freeze
208227,@AppleSupport I have a question,system_performance_freeze
1335163,@AppleSupport iPhone X ordered on the basis of a 2-3 week delivery.Just seen it changed to 4-5 wks delivery after checking out. Misleading,system_performance_freeze
992089,Atualizei pro iOS 11.0.3 e agora meu celular tá parecendo um ferro de passar roupa. Ajuda nós aí @AppleSupport @115858,system_performance_freeze
1118107,@AppleSupport my phone is lagging so much and i cant get shit done because it always decides to freeze. when are you guys going to fix this?,system_performance_freeze
2043555,@AppleSupport why does FaceTime keep freezing my phone and slowing everything down with iOS 11,system_performance_freeze
2291572,@AppleSupport Now I am getting this screen.  Says the MAC SSD 525 - disk is locked.  Won’t let me install https://t.co/dFd5fmfmAT,other
1127531,@115858 Non ricordo la password ID Apple.Ho chiesto ripristino giovedì. mi dite che risponderete il 27/10.Cosa posso fare x averla subito?Grz,account_icloud_login
760490,@AppleSupport hi - ever since i downloaded the last software update my phone has been freezing and playing up. Is this a known issue?thanks,system_performance_freeze
543639,"@AppleSupport Hi, iphone 7 keeps rebooting every 3/4 mins since this morning, updated it on Thursday",system_performance_freeze
1130480,@AppleSupport my Apple Watch is up to date but not all graphics are coming through. For instance the twitter icon doesn’t show at all,system_performance_freeze
2690787,Spent $170 on @115858 AirPods at @127271 not even a month later the left one quits working. Nice to know something so expensive that doesn’t come with an extended warranty craps out so quick. @AppleSupport @138244,audio_music_playback
1461629,Apple come on and fix this already because I’m not tryna talk about this dumb clown I.T I️ just want the lowercase one 🙃 @AppleSupport,keyboard_autocorrect_bug
882612,"@AppleSupport Facing LOTS of frequent crashes in new Safari 11 (El Capitan, MBP Late 2011). Plz fix it asap.",system_performance_freeze
609769,I'm very disappointed and hurt by @115858 @AppleSupport,system_performance_freeze
1907940,@AppleSupport I’m getting tired of my iPhone freezing every 10 minutes!,system_performance_freeze
937482,"Dear @115858, this new update has made my battery life shit.",battery_drain_power
947821,@AppleSupport hey can any explain why my new iPhone 7 constantly freezes and I have to reset it 4-10 times every single day? So disappointed https://t.co/zMDMcwhEqp,system_performance_freeze
1966573,"Hey @115858, it’s been many yrs that I’ve had an iPhone and this is the 1st time an iOS update kills my battery by lunch time. Fix this plz",battery_drain_power
546566,"@AppleSupport why does my IPhone SE keep vibrating even though there’s no notifications 
I’m on IOS 11.2",system_performance_freeze
567634,"@AppleSupport yes. all updates installed. did all known fixes/solutions but, no joy.
did clean install also. The attached snippets were taken after clean install. no third party app has been installed yet.",system_performance_freeze
962244,Hello @AppleSupport - Why macOS Sierra no longer appears in the “my purchases” section ?,billing_app_store
1151887,Amber alert just made me shit on myself. They’re very important but perhaps we could turn the volume down a bit @115858,other
2213608,This latest @115858 iOS update is so bad. I've barely used my phone today but my battery is completely drained.,battery_drain_power
1327258,"@AppleSupport Thank you. That's how I did the change over, but still seem to have lost the data.",system_performance_freeze
2595560,@115858 been months and I've been trying to update my phone this keeps happening what do I do https://t.co/kV1Mh1dDfm,system_performance_freeze
1980696,@586317 @586318 @AppleSupport Dude same!!!! I️ called them yesterday &amp; we tried everything and it’s still there 😭 even after the new software update!!!!!,keyboard_autocorrect_bug
761942,@302044 Springboard issues as if it's jail broken known issue .... @AppleSupport when are yall fixing it.,system_performance_freeze
2594411,@AppleSupport please fix your app before 12 tonight,battery_drain_power
1402934,@AppleSupport @446179 Everytime I listen to music and go to another app the music always malfunction and stops playing🤦🏻‍♂️,audio_music_playback
1455352,Wow @applesupport I just lost 22% power in 15mins on my iPhone. 11.0.3 is terrible. Wait... now 24%...,keyboard_autocorrect_bug
1159177,@AppleSupport why is the ios11 so buggy and battery draining in the iphone 7+??????? Its annoying!!,battery_drain_power
2978791,@AppleSupport fix my keyboard future overlords,keyboard_autocorrect_bug
1641310,@115858 Thanks for the new update... Now I cant turn off auto brightness. My phones battery sucks now!,battery_drain_power
2734436,@AppleSupport This has been happening since I got my iPhone X. It’s running 11.2.,system_performance_freeze
1082983,@AppleSupport know about #Files app crashing? I just tried to open saved pdf. Every time it crashes. #Fixit,system_performance_freeze
1863224,My iPhone 5s has become a shit Touch ID not working it’s saying failed to use it and the battery dead’s up fast in iOS 11.0.3 @AppleSupport,battery_drain_power
2485740,"@AppleSupport I have a 128gig iPhone, how do I make it use that as my default storage instead of my iCloud? It keeps telling me my iCloud is almost full but I got 128g of storage to avoid that problem",account_icloud_login
84215,Well guys ... i dropped my iPhone .. my iPhone w/ a case on it .. my iPhone that’s supposedly shatter proof .. my iPhone 8 Plus That now has a cracked screen .. any explanations @115858 🤦🏽‍♀️🤦🏽‍♀️,system_performance_freeze
1674188,@115858 I️ think your recent update messed up my phone. https://t.co/uVdmJBrlz7,keyboard_autocorrect_bug
2675730,@118062 @118721 @AppleSupport I pre-ordered Taylors new CD last week and still never got my presale code! Please help!,system_performance_freeze
2109830,@115858 @AppleSupport fix this “I️” issue now!!!,keyboard_autocorrect_bug
1155526,"Yo @AppleSupport the weather widget doesn’t seem to update. Running iOS 11 on 8+, data and location services on, app itself ok when open",system_performance_freeze
791595,So why does @115858 tv suck so bad and keep shutting off every 10 minutes?!? #pos,audio_music_playback
1080416,#iOS11 UI is one of the buggiest ones I have ever seen from @115858. For example the mail app icon is always showing the pressed down look.,system_performance_freeze
1567584,@AppleSupport Well so much for improvement with recent releases. Photos taken 2 years ago become a recent alert as if taken yesterday,keyboard_autocorrect_bug
1631242,@AppleSupport my clock on my phone hasn't changed yet. Is there a way that I can change it myself?,keyboard_autocorrect_bug
1905425,@115858 terrible issues caused by new operating system upgrade. Lots of time with customer support. Not the Apple I’m used to.,system_performance_freeze
814989,Since I've gotten my new @115858 iPhone my #Applewatch does not work properly @287031 help.,keyboard_autocorrect_bug
2517051,So my phone won’t call or receive calls from anyone… And the battery went from about 35% down to 1% in just a few minutes. What is going on? @115858,battery_drain_power
1483617,What’s causing this to happen @115858 @AppleSupport when hitting the “eye” letter key. “I️ “ https://t.co/U8ix00h8W1,keyboard_autocorrect_bug
1519921,@AppleSupport What else do you need from me as I already explained to 4 of your staff? The last told me he will contact me #stillwaiting 💀,system_performance_freeze
1803505,This stupid update is making my phone all glitchy and stupid @115858,system_performance_freeze
1769284,WAIT THOUGH ME WASNT TYPING I️ YESTERDAY AND ME UPDATED 4 DAYS AGO. @AppleSupport FIX THIS SO ME CAN STOP TALKING LIKE COOKIE MONSTER,keyboard_autocorrect_bug
1019630,Does anyone else’s home screen turn when navigating between pages with the new iPhone update? @AppleSupport https://t.co/tGQhilU7M5,system_performance_freeze
63215,I update my phone and lose alllllll my music. WHAT THE FUCK @115858,system_performance_freeze
1676295,Updated my phone and now I can’t access nightshift mode from Control Center fix this @115858 please,system_performance_freeze
2307257,So my iCloud iTunes Library isn't working @AppleSupport,audio_music_playback
2674166,.@115858 - my iPhone 7 on 11.0.3 is about to make me leave your ecosystem after being a user since before iPhone 1. iOS11 is garbage. Help.,system_performance_freeze
2516060,"@AppleSupport I’ve added a card to Apple Pay, called my bank 3 times to have it verified but it’s still telling me to verify it in Apple Wallet settings. Ive tried removing it and then verifying with the bank but same problem. iPhone X iOS 11.1.1",system_performance_freeze
991102,@354765 @AppleSupport Mine too. Been trying to get it fixed for 2 weeks. Ready to throw it away and get an android. So frustrating,system_performance_freeze
1098703,@AppleSupport iPhone 6S. Recently updated. I went under settings to adjust and the standard and zoomed settings didn’t give much difference.,system_performance_freeze
1929539,@AppleSupport this new update for iPhone iOS 11.0.3 is god awful everything on my phone freezes now apps don’t appear properly either #shit,system_performance_freeze
2261791,"@115858 y when I put my phone on low battery mode it goes dead faster than having it on? 
Update is misery 🙄🙄

#ios11update",battery_drain_power
1594999,"@AppleSupport How can i use the reachability for my iPhone X like this one, it doesn’t work! https://t.co/shT5KhqkNm",keyboard_autocorrect_bug
1744890,@115858 IF MY PHONE CHANGES I TO SOME STUPID SHIT ONE MORE TIME IM SWITCHING TO ANDROID. FIX THIS,battery_drain_power
2746133,@AppleSupport Yes. Again it worked fine before the OS updates to both devices. Logged in and out of iCloud as well.,account_icloud_login
965352,@AppleSupport Ok so once I can get in to the tv app it’s fine.  It I have to be connected to the store to get it. Can I change that?,keyboard_autocorrect_bug
1647798,@115858 fix these goddamn I️,keyboard_autocorrect_bug
2130236,"@AppleSupport Hi, I downloaded a few text tones from the App Store, but I can’t seem to find them on my phone to actually set them as my text tone. Can you help?",billing_app_store
1762991,@115858 @AppleSupport y are my text sending like this now with my iPhone X? I typed a paragraph not three lines and a new text. https://t.co/1g6Iq4bzI9,other
817073,@115858 you’ve really fucked up my phone with your stupid update.😡,system_performance_freeze
1938353,@AppleSupport My iphone RESTARTS BY ITSELF more than 3 times a DAY.,system_performance_freeze
2117209,"@622781 @116333 @115858 I have the same issue.
I also have no battery life. Fully charged, I get less than one full hour of use.",battery_drain_power
1022964,@AppleSupport A week ago,system_performance_freeze
2838634,"Yo @115858 get your people over at the Williamsburg, NY location. Poor to no customer service.",other
1981828,@115858  what’s going on with this “I️” shit,keyboard_autocorrect_bug
1711005,@AppleSupport I am. I was also able to download the google app. I don’t want the app though,keyboard_autocorrect_bug
1813922,"Morning @AppleSupport, brand new MBP and my left low-mid speaker has blown. Any ideas? https://t.co/0GEJNWQlZE",other
2336141,Hey @115858 is there a way to roll back this update?  Unless the update was supposed to slow my phone down?,system_performance_freeze
2490733,@AppleSupport Can you shower with Apple Watch Series 3,keyboard_autocorrect_bug
1765997,"@applesupport after upgrading my 6s Plus to iOS11 my battery life has been terrible, now I need to charge phone twice per day. Thoughts?",battery_drain_power
1579841,I don’t know what the purpose is in an #iPhone update that makes my battery drain from 💯 to 51% in 46 minutes. @AppleSupport #pathetic,battery_drain_power
488067,@AppleSupport So is there really no way to turn off auto screen brightness now? Mine keeps changing when it isn’t in sunlight and I can’t see my GPS anymore. Not very safe to have to manually adjust repeatedly while driving.,keyboard_autocorrect_bug
1940021,@AppleSupport Tate speaker phone wasn’t working but I know my speakers aren’t broke @95963 jump in if you have more,system_performance_freeze
291401,@115858 What’s with all the whack iPhone updates? 11.0.2 sucks too. Still bugs.,system_performance_freeze
584837,@AppleSupport I’ve updated and it can’t back up because it shuts down every minute or so,system_performance_freeze
2911747,Hey @115858 @AppleSupport Maybe let your marketing team know this google ad has a broken link: https://t.co/HC3tfHVb7R,other
1449241,"@AppleSupport hi, is Apple Music sharing available in the UK? I don’t have the option to start sharing in the app settings.",audio_music_playback
1172523,@AppleSupport - I am connected to the internet. Why am I getting this message? https://t.co/D6pICqgcBi,other
876358,@AppleSupport I’m having issues with my alarm not going off. I have the lastest up date but since switching to iOS 11 they don’t work,system_performance_freeze
537593,@AppleSupport iOS 11.1.2 has left my phone unusable:,system_performance_freeze
2838727,Dear @115858 FIX THE FACT THAT MY PHONE WONT STOP RANDOMLY RESTARTING ITSELF!! pls&amp;thx,system_performance_freeze
1776304,"@115858 @AppleSupport I am having a problem and find others with the same. Typing ""I"" on my iphone changes to A and a symbol. Started with latest iOS upgrade. #HELP!",keyboard_autocorrect_bug
436443,@AppleSupport Ever since I downloaded IOS 11.0.3 my notifications don’t work.,system_performance_freeze
1980446,"@AppleSupport As I said, I can't access my text messages. Got a new phone but can't do anything until I have activation code",system_performance_freeze
1699898,@115858 ... how long we gonna let this I️ shit go on for?,keyboard_autocorrect_bug
773531,@AppleSupport talking about when the screen fades after five seconds rather than when the screen is locked.,system_performance_freeze
1982619,@AppleSupport why does this keep happening?!? All the random capital A’s and boxed question marks?! Getting to be annoying. https://t.co/J1orpuv7QT,audio_music_playback
1905780,@AppleSupport Looks like it went through the second time. I was sending the email from my Gmail account on an android device to an icloud account.,account_icloud_login
1961429,@AppleSupport the music on my iPhone keeps pausing whilst I’m driving in my car it’s via Bluetooth. It’s only happened since the update.,connectivity_network
373663,"What the hell, @115858??? This is the second time my iTunes library has been erased while subscribed to Apple Music. Beyond mad 😡",audio_music_playback
208975,@AppleSupport Can I use the lightning digital av adapter &amp; lightning to usb 3 adapter in series? Ie. hdmi out to a monitor and usb keyboard,keyboard_autocorrect_bug
48000,@126732 @AppleSupport look at this shit. I’m sick of it! Can’t type the letter I️ without all the extra bullshit!,keyboard_autocorrect_bug
1920359,@AppleSupport my phone keeps auto-correcting it to I/T - can you help!? I'm having no luck w/ text replacement for it too! thanks!,keyboard_autocorrect_bug
301094,@AppleSupport I figured it out. Hold the volume down button and the right click button for ten seconds. #allbetter,system_performance_freeze
2134328,@115858 what the fuck is up with I️ ? It’s really getting the fuck on my nerves.,keyboard_autocorrect_bug
1706983,@AppleSupport no offense but fix this stupid I️ glitch bc I️ have important emails to write and I️ can’t do it on my phone now,keyboard_autocorrect_bug
177819,"Dear @AppleSupport your new update freezes my iPhone 6s every time I try to open a different app, can you least try and fix this problem like Hollywood try’s to fix its problems by releasing tonnes and tonnes of reboots...",system_performance_freeze
1100829,@AppleSupport My MacBook Air won’t recognise my hard drive with all my stuff anymore,keyboard_autocorrect_bug
2439758,@115858 why can’t i make a Genius Bar reservation online? This is annoying,audio_music_playback
1470640,@AppleSupport this is annoying.. it’s supposed to take me straight to the convo from favourites but only does if the app hasn’t been closed😫 https://t.co/xe92SNHBmy,other
1507990,"@115858 @AppleSupport desde que actualice mi iPhone 7 con iOS11 ha ido de mal en peor!! Se apaga, se traba, se reinicia 😡",system_performance_freeze
81988,Okay but why has my iPhone 6 battery been dying 500x faster since installing IOS11?? 🙃 @AppleSupport,battery_drain_power
6808,@AppleSupport This update sucks! Everything on my phone is slower and the battery drains quickly!!,battery_drain_power
712077,"@AppleSupport No. I push play on podcast, it plays it. Then I turn radio up on headphones, car, etc and it goes to my music.",audio_music_playback
1771001,@115858 @AppleSupport my wife @70929 didn’t get a lightning to headphone jack adapter with her new X? What gives?,audio_music_playback
1697470,Why tf the letter “I️” showing up as ? Marks ? @AppleSupport,keyboard_autocorrect_bug
627920,Wish I didn’t update my iPhone it’s so fucked now @AppleSupport,system_performance_freeze
2302763,@AppleSupport Ok I’m sorry! I just have a problem for listening music with my headphones. That do pause or past for another song without my demand...! Since the new update iOS 11.,audio_music_playback
2774416,@AppleSupport I m located in India and the current IOS version is 11.1.1,system_performance_freeze
2790680,@AppleSupport  I am disgusting on the service I've been given on Apple care.,system_performance_freeze
2039944,@AppleSupport so are y’all ever gonna fix the i️ issue or nah??,keyboard_autocorrect_bug
1678519,@AppleSupport I believe that’s how I fixed it before. Thank you!,system_performance_freeze
2015359,@115858 fix this shit “ I️ “,keyboard_autocorrect_bug
1757769,"@AppleSupport No, I want to know why that rogue X is there",audio_music_playback
2412983,"@AppleSupport I think it’s mainly when Im outside side and on cellular, but all the music and audio I listen to downloaded ans on my phone and I’m not streaming it over cellular. It effects all audio apps including iTunes, Spotify and apple podcast app.",audio_music_playback
747797,iOS 11 ruined my phone. Done with @115858 garbage,system_performance_freeze
2695089,"@AppleSupport Is there anyway to disable the “segment” feature on my outdoor run workouts? It’s breaking my mile splits and I activate accidentally a lot. Also, seems to break seeing the map afterwards?",system_performance_freeze
1181507,"feature request:
iphone 5s @AppleSupport 
UC: settings &gt; general &gt; sounds &gt; y is “change with buttons” NOT default=on?
arg: public transport https://t.co/0XnGnYN7ev",other
1408195,"@AppleSupport Hi if I buy a refurbished iPhone in USA when I'm on my holiday, will the warranty be valid in the UK? Thanks",keyboard_autocorrect_bug
2479026,Hi @AppleSupport! I have a weird box that I can move about but can’t get rid of. https://t.co/s5U76FK4RC,keyboard_autocorrect_bug
2500926,@AppleSupport It’s 11.1.1 and it literally just happened again and I’m not plugged into anything,system_performance_freeze
543694,"- @115858 y'all need some help over there? You fixed the ""i"" issue not now you're autocorrecting ""it"" to ""I.T."" A bit ironic don't you think?",keyboard_autocorrect_bug
2050377,@AppleSupport excuse me lol this update is making my phone die faster. Take it back,system_performance_freeze
1761069,.@115858 #iPhone7 #iOS #iOS11 #bug https://t.co/Q80eVmgIEc,system_performance_freeze
259993,@AppleSupport Wht do u mean by DM? Since last 3 days many mails are sent 2 __email__. Replacement has 2 b by Oct 8. I’ll b outstation 4m 9th,system_performance_freeze
1697380,Okay wtf is up with I️ @115858 ????,keyboard_autocorrect_bug
1642545,@115858 @AppleSupport how can we fix thisssss. I️,keyboard_autocorrect_bug
1037077,@AppleSupport why the fuck my phone keep freezing?!!!,system_performance_freeze
1706987,Can @AppleSupport PLEASE explain why I’m close to losing it over this autocorrecting the letter/word “i” !?!???!!!??!??!??,keyboard_autocorrect_bug
2468908,@115858 why is the pronoun “i” broken,keyboard_autocorrect_bug
1905778,Hey @AppleSupport - something wrong with iCloud backup on iPhone 6s since iOS 11. It gives error - no space where as I have enough space,account_icloud_login
1869639,"Dear @AppleSupport, I'm having several problems with my iphone since I installed the iOS 11 and I can't install the newer version of the OS.",system_performance_freeze
1543534,@478158 @AppleSupport Mine does that too,system_performance_freeze
2639642,"Hey @AppleSupport why does my phone keep on freezing, lagging and wont fully load apps
Wasn’t doing this before the update just saying 🙄",system_performance_freeze
1372483,@AppleSupport Old Film purchasers disappeared from my account. Please help.,billing_app_store
1822114,@AppleSupport latest update is awful. So many glitches. @318 update is terrible!,system_performance_freeze
1840675,This update fucked my phone up! It keeps freezing &amp; calling random people. @115858 keep playing I’ll get a flip phone.,system_performance_freeze
797634,@115858 horrible el ios 11.03 ojala pudiera desinstalarlo y volver al antiguo! 😡 Horrible las notificaciones que debes borrar una por una 😤,system_performance_freeze
